instructions	i1098et	OK-prior	https://www.irs.gov/pub/irs-prior/i1098et--2025.pdf
instructions	i5498	MISS	-
instructions	i1099patr	MISS	-
instructions	i1099sb	OK-prior	https://www.irs.gov/pub/irs-prior/i1099sb--2025.pdf
instructions	i1040tt	OK-current	https://www.irs.gov/pub/irs-pdf/i1040tt.pdf
pubs	p17	OK-prior	https://www.irs.gov/pub/irs-prior/p17--2025.pdf
pubs	p501	OK-prior	https://www.irs.gov/pub/irs-prior/p501--2025.pdf
pubs	p502	OK-prior	https://www.irs.gov/pub/irs-prior/p502--2025.pdf
pubs	p503	OK-prior	https://www.irs.gov/pub/irs-prior/p503--2025.pdf
pubs	p504	OK-prior	https://www.irs.gov/pub/irs-prior/p504--2025.pdf
pubs	p505	OK-prior	https://www.irs.gov/pub/irs-prior/p505--2025.pdf
pubs	p523	OK-prior	https://www.irs.gov/pub/irs-prior/p523--2025.pdf
pubs	p525	OK-prior	https://www.irs.gov/pub/irs-prior/p525--2025.pdf
pubs	p526	OK-prior	https://www.irs.gov/pub/irs-prior/p526--2025.pdf
pubs	p529	OK-current	https://www.irs.gov/pub/irs-pdf/p529.pdf
pubs	p530	OK-prior	https://www.irs.gov/pub/irs-prior/p530--2025.pdf
pubs	p535	OK-current	https://www.irs.gov/pub/irs-pdf/p535.pdf
pubs	p550	OK-prior	https://www.irs.gov/pub/irs-prior/p550--2025.pdf
pubs	p551	OK-prior	https://www.irs.gov/pub/irs-prior/p551--2025.pdf
pubs	p560	OK-prior	https://www.irs.gov/pub/irs-prior/p560--2025.pdf
pubs	p590a	OK-prior	https://www.irs.gov/pub/irs-prior/p590a--2025.pdf
pubs	p590b	OK-prior	https://www.irs.gov/pub/irs-prior/p590b--2025.pdf
pubs	p596	OK-prior	https://www.irs.gov/pub/irs-prior/p596--2025.pdf
pubs	p915	OK-prior	https://www.irs.gov/pub/irs-prior/p915--2025.pdf
pubs	p929	MISS	-
pubs	p936	OK-prior	https://www.irs.gov/pub/irs-prior/p936--2025.pdf
pubs	p970	OK-prior	https://www.irs.gov/pub/irs-prior/p970--2025.pdf
pubs	p334	OK-prior	https://www.irs.gov/pub/irs-prior/p334--2025.pdf
pubs	p463	OK-prior	https://www.irs.gov/pub/irs-prior/p463--2025.pdf
pubs	p544	OK-prior	https://www.irs.gov/pub/irs-prior/p544--2025.pdf
pubs	p547	OK-prior	https://www.irs.gov/pub/irs-prior/p547--2025.pdf
pubs	p554	OK-prior	https://www.irs.gov/pub/irs-prior/p554--2025.pdf
pubs	p561	OK-prior	https://www.irs.gov/pub/irs-prior/p561--2025.pdf
pubs	p583	OK-current	https://www.irs.gov/pub/irs-pdf/p583.pdf
pubs	p587	OK-prior	https://www.irs.gov/pub/irs-prior/p587--2025.pdf
pubs	p972	OK-current	https://www.irs.gov/pub/irs-pdf/p972.pdf
pubs	p974	OK-prior	https://www.irs.gov/pub/irs-prior/p974--2025.pdf
pubs	p4491	OK-current	https://www.irs.gov/pub/irs-pdf/p4491.pdf
efile-mef	p3112	OK-current	https://www.irs.gov/pub/irs-pdf/p3112.pdf
efile-mef	p4163	OK-current	https://www.irs.gov/pub/irs-pdf/p4163.pdf
efile-mef	p4164	OK-current	https://www.irs.gov/pub/irs-pdf/p4164.pdf
efile-mef	p1345	OK-current	https://www.irs.gov/pub/irs-pdf/p1345.pdf
efile-mef	p1436	OK-current	https://www.irs.gov/pub/irs-pdf/p1436.pdf
efile-mef	p1075	OK-current	https://www.irs.gov/pub/irs-pdf/p1075.pdf
efile-mef	p4557	OK-current	https://www.irs.gov/pub/irs-pdf/p4557.pdf
efile-mef	p5708	OK-current	https://www.irs.gov/pub/irs-pdf/p5708.pdf
efile-mef	p5293	OK-current	https://www.irs.gov/pub/irs-pdf/p5293.pdf
efile-mef	p5712	OK-current	https://www.irs.gov/pub/irs-pdf/p5712.pdf
