ref_area,measure,year,value
NOR,PR_INC_MRKT,2015,24.93
NOR,PR_INC_MRKT,2012,24.02
NOR,PR_INC_MRKT,2011,23.91
NOR,PR_INC_MRKT,2010,23.77
NOR,PR_INC_DISP,2019,8.41
NOR,PR_INC_DISP,2018,8.42
NOR,PR_INC_DISP,2017,8.404
NOR,PR_INC_DISP,2016,8.19
NOR,PR_INC_DISP,2015,8.11
NOR,PR_INC_DISP,2014,8.06
NOR,PR_INC_DISP,2013,7.83
GBR,PR_INC_DISP,2018,11.7
TUR,PR_INC_MRKT,2014,19.4474
TUR,PR_INC_MRKT,2013,19.4775
TUR,PR_INC_MRKT,2012,19.8915
TUR,PR_INC_MRKT,2011,20.7243
TUR,PR_INC_DISP,2021,13.99
TUR,PR_INC_DISP,2020,14.65
TUR,PR_INC_DISP,2019,14.98
TUR,PR_INC_DISP,2018,14.41
TUR,PR_INC_DISP,2017,14.37
TUR,PR_INC_DISP,2015,17.157
TUR,PR_INC_DISP,2014,17.34
TUR,PR_INC_MRKT,2022,24.98
TUR,PR_INC_MRKT,2021,25.53
TUR,PR_INC_MRKT,2020,27.83
TUR,PR_INC_MRKT,2019,25.84
TUR,PR_INC_DISP,2013,17.136
TUR,PR_INC_DISP,2012,17.7282
TUR,PR_INC_DISP,2011,18.6249
TUR,PR_INC_DISP,2022,13.15
TUR,PR_INC_MRKT,2018,26.56
TUR,PR_INC_MRKT,2017,25.86
CHE,PR_INC_MRKT,2019,15.866
CHE,PR_INC_MRKT,2018,16.146
CHE,PR_INC_MRKT,2017,15.6054
CHE,PR_INC_MRKT,2016,16.8992
CHE,PR_INC_MRKT,2015,15.8168
CHE,PR_INC_MRKT,2014,15.9267
CHE,PR_INC_MRKT,2013,15.6852
CHE,PR_INC_MRKT,2012,13.8797
CHE,PR_INC_MRKT,2011,14.6457
CHE,PR_INC_MRKT,2010,14.6608
CHE,PR_INC_DISP,2020,9.8886
CHE,PR_INC_DISP,2019,9.8973
CHE,PR_INC_DISP,2018,10.4998
CHE,PR_INC_DISP,2017,9.2374
CHE,PR_INC_DISP,2016,10.3924
CHE,PR_INC_DISP,2015,9.0844
CHE,PR_INC_DISP,2014,9.8617
CHE,PR_INC_DISP,2013,8.59
CHE,PR_INC_DISP,2012,9.1497
CHE,PR_INC_DISP,2011,10.4716
CHE,PR_INC_DISP,2010,9.4076
CHE,PR_INC_MRKT,2023,16.116
CHE,PR_INC_DISP,2023,9.7718
CHE,PR_INC_DISP,2022,10.7224
CHE,PR_INC_DISP,2021,10.1143
CHE,PR_INC_MRKT,2022,15.826
CHE,PR_INC_MRKT,2021,16.4589
SWE,PR_INC_MRKT,2018,24.5683
SWE,PR_INC_MRKT,2017,24.865
LUX,PR_INC_MRKT,2022,23.7163
LUX,PR_INC_MRKT,2021,25.1999
SWE,PR_INC_MRKT,2014,25.3456
SWE,PR_INC_MRKT,2013,25.3166
SWE,PR_INC_DISP,2020,8.7547
SWE,PR_INC_DISP,2019,9.1322
SWE,PR_INC_DISP,2018,8.718
SWE,PR_INC_DISP,2017,9.293
SWE,PR_INC_DISP,2016,8.7509
SWE,PR_INC_DISP,2015,8.9298
SWE,PR_INC_DISP,2014,8.7447
SWE,PR_INC_DISP,2013,8.3747
SWE,PR_INC_DISP,2024,7.8784
SWE,PR_INC_MRKT,2023,23.7741
SWE,PR_INC_MRKT,2022,24.0805
SWE,PR_INC_MRKT,2024,23.5521
SWE,PR_INC_DISP,2023,8.0299
SWE,PR_INC_DISP,2022,8.3524
SWE,PR_INC_DISP,2021,9.2029
SWE,PR_INC_MRKT,2021,24.9803
SWE,PR_INC_MRKT,2020,25.3142
ESP,PR_INC_MRKT,2019,33.9261
ESP,PR_INC_MRKT,2018,33.9527
ESP,PR_INC_MRKT,2017,34.5831
ESP,PR_INC_MRKT,2016,36.436
ESP,PR_INC_MRKT,2015,37.1704
LTU,PR_INC_MRKT,2011,35.7653
LTU,PR_INC_MRKT,2010,38.4232
LTU,PR_INC_MRKT,2023,29.6213
ESP,PR_INC_MRKT,2011,34.1663
ESP,PR_INC_MRKT,2010,33.6462
ESP,PR_INC_DISP,2016,15.5587
ESP,PR_INC_DISP,2015,15.313
ESP,PR_INC_DISP,2014,15.2584
ESP,PR_INC_DISP,2013,15.9005
ESP,PR_INC_DISP,2012,14.0542
ESP,PR_INC_DISP,2011,14.6654
ESP,PR_INC_DISP,2010,13.8982
ESP,PR_INC_DISP,2023,14.0756
ESP,PR_INC_DISP,2022,13.7453
ESP,PR_INC_DISP,2021,14.4215
ESP,PR_INC_MRKT,2023,31.3015
ESP,PR_INC_DISP,2020,15.3827
ESP,PR_INC_DISP,2019,14.6634
ESP,PR_INC_DISP,2018,14.1514
ESP,PR_INC_DISP,2017,14.7935
ESP,PR_INC_MRKT,2022,31.0798
ESP,PR_INC_MRKT,2021,34.1169
SVN,PR_INC_MRKT,2019,26.5762
SVN,PR_INC_MRKT,2018,26.3403
SVN,PR_INC_MRKT,2017,28.1371
SVN,PR_INC_MRKT,2016,28.669
SVN,PR_INC_MRKT,2015,29.2269
SVN,PR_INC_MRKT,2014,29.7428
SVN,PR_INC_MRKT,2013,30.4357
SVN,PR_INC_MRKT,2012,29.6478
SVN,PR_INC_MRKT,2011,28.7712
SVN,PR_INC_MRKT,2010,28.0774
SVN,PR_INC_DISP,2019,7.4269
SVN,PR_INC_DISP,2018,7.5185
SVN,PR_INC_DISP,2017,8.4626
HRV,PR_INC_MRKT,2016,30.6656
HRV,PR_INC_MRKT,2015,32.1798
HRV,PR_INC_MRKT,2014,32.5516
HRV,PR_INC_MRKT,2013,31.9548
HRV,PR_INC_MRKT,2012,32.9611
HRV,PR_INC_MRKT,2011,32.4542
HRV,PR_INC_MRKT,2010,32.3671
HRV,PR_INC_DISP,2019,13.2949
HRV,PR_INC_DISP,2018,13.0175
HRV,PR_INC_DISP,2017,14.6105
HRV,PR_INC_DISP,2016,13.898
HRV,PR_INC_DISP,2015,13.5243
HRV,PR_INC_DISP,2014,14.0249
HRV,PR_INC_DISP,2013,13.1954
HRV,PR_INC_DISP,2012,14.1195
HRV,PR_INC_DISP,2011,14.2982
HRV,PR_INC_DISP,2010,14.4407
HRV,PR_INC_MRKT,2023,27.7469
HRV,PR_INC_DISP,2023,14.9841
HRV,PR_INC_DISP,2022,14.0472
HRV,PR_INC_DISP,2021,12.6669
HRV,PR_INC_DISP,2020,13.0975
HRV,PR_INC_MRKT,2022,27.8222
HRV,PR_INC_MRKT,2021,27.4643
CHN,PR_INC_DISP,2011,28.8294
BGR,PR_INC_MRKT,2019,30.5995
BGR,PR_INC_MRKT,2018,29.9731
BGR,PR_INC_MRKT,2017,31.3233
BGR,PR_INC_MRKT,2016,32.9589
BGR,PR_INC_MRKT,2015,33.0952
BGR,PR_INC_MRKT,2014,31.0982
BGR,PR_INC_MRKT,2013,33.247
BGR,PR_INC_MRKT,2012,29.8107
BGR,PR_INC_MRKT,2011,30.5459
BGR,PR_INC_MRKT,2010,29.454
BGR,PR_INC_DISP,2019,17.5622
BGR,PR_INC_DISP,2018,16.6789
BGR,PR_INC_DISP,2017,16.2489
BGR,PR_INC_DISP,2016,16.9499
BGR,PR_INC_DISP,2015,16.7503
BGR,PR_INC_DISP,2014,16.5594
BGR,PR_INC_DISP,2013,16.0086
PRT,PR_INC_DISP,2010,10.9449
PRT,PR_INC_MRKT,2023,28.9902
BGR,PR_INC_DISP,2010,14.9828
BGR,PR_INC_MRKT,2023,31.9541
BGR,PR_INC_DISP,2023,14.6269
BGR,PR_INC_DISP,2022,12.9979
BGR,PR_INC_DISP,2021,16.5139
BGR,PR_INC_DISP,2020,15.7069
BGR,PR_INC_MRKT,2022,31.308
BGR,PR_INC_MRKT,2021,30.1814
BRA,PR_INC_MRKT,2022,24.7276
BRA,PR_INC_MRKT,2021,26.7659
BRA,PR_INC_MRKT,2020,28.5059
BRA,PR_INC_MRKT,2019,24.8646
BRA,PR_INC_MRKT,2018,24.4151
BRA,PR_INC_MRKT,2017,24.912
BRA,PR_INC_MRKT,2016,23.6907
BRA,PR_INC_DISP,2022,19.2313
BRA,PR_INC_DISP,2021,20.0789
BRA,PR_INC_DISP,2020,16.9466
BRA,PR_INC_DISP,2019,20.8864
BRA,PR_INC_DISP,2018,20.566
BRA,PR_INC_DISP,2017,20.7763
USA,PR_INC_MRKT,2016,26.6438
USA,PR_INC_MRKT,2015,26.717
USA,PR_INC_MRKT,2014,27.2004
USA,PR_INC_MRKT,2013,27.564
USA,PR_INC_DISP,2018,18.11
USA,PR_INC_DISP,2017,17.84
USA,PR_INC_DISP,2016,17.7976
POL,PR_INC_DISP,2015,11.1131
POL,PR_INC_DISP,2014,10.4484
POL,PR_INC_DISP,2013,10.5744
USA,PR_INC_DISP,2023,18.0883
USA,PR_INC_MRKT,2017,26.8
USA,PR_INC_MRKT,2023,27.0918
USA,PR_INC_MRKT,2022,27.53
USA,PR_INC_MRKT,2021,29.26
USA,PR_INC_DISP,2022,18.08
USA,PR_INC_DISP,2021,15.16
USA,PR_INC_DISP,2020,16.41
USA,PR_INC_DISP,2019,18.04
USA,PR_INC_MRKT,2020,30.98
USA,PR_INC_MRKT,2019,27.26
GBR,PR_INC_DISP,2016,11.1
GBR,PR_INC_DISP,2013,10.4
GBR,PR_INC_MRKT,2023,29.5667
GBR,PR_INC_MRKT,2022,28.7969
GBR,PR_INC_MRKT,2021,28.609
GBR,PR_INC_MRKT,2015,29.8317
GBR,PR_INC_MRKT,2014,29.6202
GBR,PR_INC_MRKT,2012,30.7321
GBR,PR_INC_MRKT,2011,30.3525
GBR,PR_INC_MRKT,2010,31.0893
GBR,PR_INC_DISP,2014,10.5168
GBR,PR_INC_DISP,2012,10.5023
GBR,PR_INC_DISP,2011,10.384
GBR,PR_INC_DISP,2010,10.96
GBR,PR_INC_MRKT,2020,28.1
GBR,PR_INC_MRKT,2019,28.0
GBR,PR_INC_MRKT,2018,28.6
GBR,PR_INC_MRKT,2017,29.0
GBR,PR_INC_MRKT,2016,29.5
GBR,PR_INC_MRKT,2013,30.3
GBR,PR_INC_DISP,2020,11.2
GBR,PR_INC_DISP,2023,12.5668
GBR,PR_INC_DISP,2022,11.7914
GBR,PR_INC_DISP,2021,11.6858
GBR,PR_INC_DISP,2015,10.8991
GBR,PR_INC_DISP,2019,12.4
ZAF,PR_INC_MRKT,2017,38.1502
RUS,PR_INC_DISP,2017,11.5103
ROU,PR_INC_MRKT,2020,32.5474
IND,PR_INC_MRKT,2011,22.4929
HRV,PR_INC_MRKT,2020,28.2199
CHN,PR_INC_MRKT,2011,34.5158
BGR,PR_INC_MRKT,2020,30.2036
BRA,PR_INC_DISP,2016,19.5394
USA,PR_INC_MRKT,2018,27.48
GBR,PR_INC_DISP,2017,11.9
TUR,PR_INC_MRKT,2015,19.4737
CHE,PR_INC_MRKT,2020,16.9171
SWE,PR_INC_MRKT,2019,24.6982
ESP,PR_INC_MRKT,2020,37.3715
SVN,PR_INC_MRKT,2020,26.8412
SVK,PR_INC_MRKT,2011,27.5621
PRT,PR_INC_MRKT,2020,31.4683
POL,PR_INC_MRKT,2020,27.2509
NOR,PR_INC_MRKT,2022,26.097
NZL,PR_INC_MRKT,2020,25.3
NLD,PR_INC_MRKT,2015,26.7
MEX,PR_INC_MRKT,2022,18.0819
LUX,PR_INC_MRKT,2015,28.5446
LTU,PR_INC_MRKT,2019,27.9743
LVA,PR_INC_MRKT,2020,28.9927
KOR,PR_INC_MRKT,2019,21.0
JPN,PR_INC_MRKT,2018,33.2
ITA,PR_INC_MRKT,2020,36.3675
ISR,PR_INC_MRKT,2023,24.3286
IRL,PR_INC_MRKT,2020,33.1991
ISL,PR_INC_MRKT,2012,20.6453
HUN,PR_INC_MRKT,2023,25.2213
GRC,PR_INC_MRKT,2012,37.9272
SWE,PR_INC_MRKT,2016,24.6359
SWE,PR_INC_MRKT,2015,25.0966
FIN,PR_INC_MRKT,2011,32.0
EST,PR_INC_MRKT,2017,29.0088
DNK,PR_INC_MRKT,2019,23.56
CZE,PR_INC_MRKT,2020,26.9143
CRI,PR_INC_MRKT,2023,29.7494
CHL,PR_INC_MRKT,2017,18.2
CAN,PR_INC_MRKT,2020,25.6911
BEL,PR_INC_MRKT,2023,32.9599
AUT,PR_INC_MRKT,2019,30.8019
AUS,PR_INC_MRKT,2018,25.3
ZAF,PR_INC_MRKT,2015,39.0626
ZAF,PR_INC_DISP,2017,27.6671
ZAF,PR_INC_DISP,2015,27.2269
RUS,PR_INC_MRKT,2016,29.1
RUS,PR_INC_MRKT,2011,30.3
RUS,PR_INC_DISP,2016,12.7
RUS,PR_INC_DISP,2011,14.6
RUS,PR_INC_MRKT,2017,28.7924
ROU,PR_INC_MRKT,2019,31.4896
ROU,PR_INC_MRKT,2018,31.487
ROU,PR_INC_MRKT,2017,33.3088
ROU,PR_INC_MRKT,2016,36.3556
ROU,PR_INC_MRKT,2015,37.7854
ROU,PR_INC_MRKT,2014,37.4274
ROU,PR_INC_MRKT,2013,38.1034
ROU,PR_INC_MRKT,2012,37.7163
ROU,PR_INC_MRKT,2011,38.3303
ROU,PR_INC_MRKT,2010,38.4968
ROU,PR_INC_DISP,2019,17.0287
ROU,PR_INC_DISP,2018,17.4101
ROU,PR_INC_DISP,2017,18.0209
ROU,PR_INC_DISP,2016,18.0427
ESP,PR_INC_MRKT,2014,37.6516
ESP,PR_INC_MRKT,2013,37.966
ESP,PR_INC_MRKT,2012,35.8349
ROU,PR_INC_DISP,2012,16.5106
ROU,PR_INC_DISP,2011,16.7186
ROU,PR_INC_DISP,2010,16.6794
ROU,PR_INC_MRKT,2023,27.3267
ROU,PR_INC_DISP,2023,12.7485
ROU,PR_INC_DISP,2022,15.9519
ROU,PR_INC_DISP,2021,16.1883
ROU,PR_INC_DISP,2020,17.4567
ROU,PR_INC_MRKT,2022,33.3523
ROU,PR_INC_MRKT,2021,30.6143
IND,PR_INC_DISP,2011,19.6796
NLD,PR_INC_DISP,2024,7.9
HRV,PR_INC_MRKT,2019,27.547
NLD,PR_INC_MRKT,2024,25.6
USA,PR_INC_DISP,2015,16.8284
