ref_area,age,year,value
KOR,Y18T65,2023,0.35
KOR,Y_GT65,2023,0.54
KOR,Y_GT65,2013,0.555
KOR,Y18T65,2012,0.388
KOR,_T,2012,0.411
KOR,_T,2013,0.401
KOR,Y18T65,2013,0.377
KOR,Y_GT65,2014,0.567
KOR,Y18T65,2014,0.372
KOR,_T,2014,0.397
KOR,_T,2015,0.396
KOR,Y18T65,2015,0.367
KOR,Y_GT65,2015,0.564
KOR,Y_GT65,2016,0.568
KOR,_T,2011,0.418
KOR,Y18T65,2011,0.391
KOR,Y_GT65,2011,0.56
KOR,Y_GT65,2012,0.556
KOR,Y18T65,2016,0.371
KOR,_T,2016,0.402
JPN,Y_GT65,2021,0.687
JPN,_T,2021,0.513
JPN,Y18T65,2018,0.392
JPN,Y_GT65,2018,0.686
JPN,_T,2018,0.501
ITA,_T,2010,0.511958
ITA,_T,2011,0.507759
ITA,_T,2012,0.513371
ITA,_T,2013,0.512915
ITA,_T,2014,0.511795
ITA,_T,2015,0.523662
ITA,_T,2016,0.516588
ITA,_T,2017,0.515999
ITA,_T,2018,0.511214
ITA,_T,2019,0.505983
ITA,_T,2020,0.52722
ITA,_T,2021,0.524608
ITA,_T,2022,0.507636
ITA,_T,2023,0.508736
ITA,Y_GT65,2020,0.788225
ITA,Y_GT65,2021,0.793559
ITA,Y_GT65,2022,0.780106
ITA,Y18T65,2003,0.411524
ITA,Y18T65,2006,0.429874
ITA,Y18T65,2007,0.417645
ITA,Y18T65,2008,0.419354
ITA,Y18T65,2009,0.425339
ITA,Y18T65,2010,0.44561
ITA,Y18T65,2011,0.442137
ITA,Y18T65,2012,0.447593
ITA,Y18T65,2013,0.441783
ITA,Y18T65,2014,0.438678
ITA,Y18T65,2015,0.452183
ITA,Y18T65,2016,0.440613
ITA,Y18T65,2017,0.441106
ITA,Y18T65,2018,0.43332
ITA,Y18T65,2019,0.428222
ITA,Y18T65,2020,0.451211
ITA,Y18T65,2021,0.441587
ITA,Y18T65,2022,0.423301
ITA,Y18T65,2023,0.424883
ITA,Y_GT65,2023,0.769568
ITA,_T,2003,0.474435
ITA,_T,2006,0.495945
ITA,Y_GT65,2009,0.781318
ITA,Y_GT65,2010,0.802215
ITA,Y_GT65,2011,0.792287
ITA,Y_GT65,2012,0.788823
ITA,Y_GT65,2013,0.79907
ITA,Y_GT65,2014,0.797622
ITA,Y_GT65,2015,0.805741
ITA,Y_GT65,2016,0.800101
ITA,Y_GT65,2017,0.794244
ITA,Y_GT65,2018,0.796866
ITA,Y_GT65,2019,0.778051
ITA,Y_GT65,2003,0.79296
ITA,Y_GT65,2006,0.798569
ITA,Y_GT65,2007,0.780084
ITA,Y_GT65,2008,0.792787
ITA,_T,2007,0.485859
ITA,_T,2008,0.488815
ISR,_T,2023,0.449326
LTU,_T,2022,0.512162
LTU,Y18T65,2022,0.434873
LTU,Y18T65,2017,0.435713
LTU,Y18T65,2018,0.425511
LTU,Y18T65,2019,0.418715
LTU,Y18T65,2020,0.429319
LTU,Y18T65,2021,0.433643
LTU,Y18T65,2004,0.464205
LTU,Y_GT65,2023,0.84154
LTU,Y18T65,2023,0.424993
LTU,_T,2023,0.504653
LTU,Y_GT65,2007,0.787542
LTU,Y_GT65,2008,0.815141
LTU,Y_GT65,2009,0.812544
LTU,Y_GT65,2010,0.832454
LTU,Y_GT65,2011,0.822536
LTU,Y_GT65,2012,0.825819
LTU,Y_GT65,2013,0.827531
LTU,Y_GT65,2014,0.827194
LTU,Y_GT65,2015,0.826898
LTU,Y_GT65,2016,0.806297
LTU,Y_GT65,2017,0.798758
LTU,Y_GT65,2018,0.791205
LTU,Y_GT65,2019,0.775524
LTU,Y_GT65,2020,0.788792
LTU,Y_GT65,2021,0.81525
LTU,Y_GT65,2022,0.82876
LTU,_T,2004,0.507705
LTU,_T,2005,0.506276
LTU,_T,2006,0.466376
LTU,_T,2007,0.469225
LTU,_T,2008,0.501809
LTU,_T,2009,0.530696
LTU,_T,2010,0.528942
LTU,_T,2011,0.507171
LTU,_T,2012,0.529683
LTU,Y18T65,2009,0.467894
LTU,Y18T65,2010,0.465885
LTU,Y18T65,2011,0.439479
LTU,Y18T65,2012,0.460914
LTU,Y18T65,2013,0.43931
LTU,Y18T65,2014,0.456791
LTU,Y18T65,2015,0.44118
LTU,Y18T65,2016,0.445162
LTU,Y_GT65,2004,0.790731
LTU,Y_GT65,2005,0.825393
LTU,Y_GT65,2006,0.78189
LTU,Y18T65,2005,0.454633
LTU,Y18T65,2006,0.415102
LTU,Y18T65,2007,0.415867
LTU,Y18T65,2008,0.438065
LTU,_T,2013,0.509905
LTU,_T,2014,0.531596
LVA,_T,2013,0.496301
LVA,_T,2014,0.484025
LVA,_T,2015,0.475279
LVA,_T,2016,0.472554
LVA,_T,2017,0.481
LVA,_T,2018,0.479167
LVA,_T,2019,0.470495
LVA,_T,2020,0.483203
LVA,_T,2021,0.473872
LVA,_T,2022,0.473501
LVA,_T,2023,0.472665
LVA,Y18T65,2021,0.414302
LVA,Y18T65,2022,0.409732
LVA,Y18T65,2023,0.405599
LVA,Y_GT65,2006,0.700678
LVA,Y_GT65,2007,0.708801
LVA,Y_GT65,2008,0.730464
LVA,Y_GT65,2009,0.732543
LVA,Y_GT65,2010,0.77101
LVA,Y_GT65,2011,0.754677
LVA,Y_GT65,2012,0.748847
LVA,Y_GT65,2013,0.755691
LVA,Y_GT65,2014,0.743286
LVA,Y_GT65,2015,0.733566
LVA,Y_GT65,2016,0.74564
LVA,Y_GT65,2017,0.753908
LVA,Y_GT65,2018,0.756663
LVA,Y_GT65,2019,0.712704
LVA,Y_GT65,2020,0.748556
LVA,Y_GT65,2021,0.718041
LVA,Y_GT65,2022,0.741172
LVA,Y_GT65,2023,0.746048
LVA,_T,2006,0.458107
LVA,_T,2007,0.470635
LVA,_T,2008,0.48134
LVA,_T,2009,0.502646
LVA,Y18T65,2010,0.456855
LVA,Y18T65,2011,0.451975
LVA,Y18T65,2012,0.442367
LVA,Y18T65,2013,0.430533
LVA,Y18T65,2014,0.419501
LVA,Y18T65,2015,0.413703
LVA,Y18T65,2016,0.40591
LVA,Y18T65,2017,0.415822
LVA,Y18T65,2018,0.412875
LVA,Y18T65,2019,0.408686
LVA,Y18T65,2020,0.419832
LVA,Y18T65,2006,0.415383
LVA,Y18T65,2007,0.421019
LVA,Y18T65,2008,0.42914
NZL,_T,2022,0.457
NZL,Y18T65,2018,0.404
NZL,Y18T65,2019,0.4
NZL,_T,2018,0.453
NZL,_T,2019,0.453
NZL,Y_GT65,2018,0.673
NZL,Y_GT65,2019,0.683
NZL,Y_GT65,2020,0.657
NZL,Y18T65,2020,0.399
NZL,_T,2020,0.453
NZL,_T,2021,0.435
NZL,Y18T65,2021,0.375
NZL,Y_GT65,2021,0.677
NLD,Y18T65,2012,0.399
NLD,Y18T65,2013,0.405
NLD,Y18T65,2014,0.424
NLD,Y18T65,2015,0.424
NLD,Y18T65,2016,0.41
NLD,Y18T65,2017,0.413
NLD,Y18T65,2018,0.403
NLD,Y18T65,2019,0.414
NLD,Y18T65,2020,0.402
NLD,_T,2018,0.445
NLD,_T,2019,0.457
NLD,_T,2020,0.446
NLD,Y_GT65,2011,0.563
NLD,Y_GT65,2012,0.561
NLD,Y_GT65,2013,0.555
NLD,Y_GT65,2014,0.574
NLD,Y_GT65,2015,0.574
NLD,Y_GT65,2016,0.552
NLD,Y_GT65,2017,0.575
NLD,Y_GT65,2018,0.554
NLD,Y_GT65,2019,0.573
NLD,Y_GT65,2020,0.55
NLD,_T,2011,0.43
NLD,_T,2012,0.433
NLD,_T,2022,0.441
NLD,Y_GT65,2023,0.591
NLD,Y18T65,2023,0.422
NLD,_T,2023,0.468
NLD,_T,2024,0.458
NLD,Y18T65,2024,0.413
NLD,Y_GT65,2024,0.574
NLD,_T,2015,0.458
NLD,Y_GT65,2021,0.543
NLD,Y18T65,2021,0.401
NLD,_T,2021,0.445
NLD,_T,2016,0.447
NLD,_T,2017,0.453
NLD,Y18T65,2022,0.395
NLD,Y_GT65,2022,0.545
NLD,_T,2013,0.439
NLD,_T,2014,0.458
MEX,Y18T65,2020,0.427562
MEX,Y18T65,2022,0.408021
MEX,Y_GT65,2022,0.50545
MEX,_T,2012,0.472605
MEX,_T,2014,0.478199
MEX,_T,2016,0.474352
MEX,_T,2018,0.430245
MEX,_T,2020,0.434846
MEX,_T,2022,0.415801
MEX,Y_GT65,2012,0.552815
MEX,Y_GT65,2014,0.532865
MEX,Y18T65,2012,0.466234
MEX,Y18T65,2014,0.47677
MEX,Y18T65,2016,0.479839
MEX,Y18T65,2018,0.424363
MEX,Y_GT65,2016,0.545449
MEX,Y_GT65,2018,0.507232
LUX,Y18T65,2022,0.408253
LUX,_T,2016,0.474714
LUX,_T,2017,0.49455
LUX,_T,2018,0.489999
LUX,_T,2019,0.489689
LUX,_T,2020,0.442483
LUX,_T,2021,0.434783
LUX,_T,2022,0.448379
LUX,_T,2023,0.460912
LUX,Y_GT65,2019,0.823418
LUX,Y_GT65,2020,0.833113
LUX,Y_GT65,2021,0.818461
LUX,Y_GT65,2022,0.793946
LUX,Y_GT65,2023,0.805813
LUX,Y18T65,2023,0.413626
LUX,_T,2015,0.462623
LUX,Y18T65,2015,0.422453
LUX,Y18T65,2016,0.434741
LUX,Y18T65,2017,0.450828
LUX,Y18T65,2018,0.444543
LUX,Y_GT65,2015,0.789842
LUX,Y_GT65,2016,0.829642
LUX,Y_GT65,2017,0.832054
LUX,Y_GT65,2018,0.826303
LUX,Y18T65,2019,0.448384
LUX,Y18T65,2020,0.40101
LTU,_T,2016,0.513692
LTU,_T,2017,0.509635
LTU,_T,2018,0.502501
LTU,_T,2019,0.495167
LTU,_T,2020,0.503676
LTU,_T,2021,0.51426
POL,_T,2014,0.46266
POL,_T,2015,0.45177
POL,_T,2016,0.457514
POL,_T,2017,0.447466
POL,_T,2018,0.452309
POL,_T,2019,0.437047
POL,_T,2020,0.433731
POL,_T,2021,0.426437
POL,_T,2022,0.441008
POL,_T,2023,0.441989
POL,Y18T65,2014,0.418428
POL,Y18T65,2015,0.404622
POL,Y18T65,2016,0.40869
POL,Y18T65,2017,0.394226
POL,Y18T65,2018,0.397415
POL,Y18T65,2019,0.377798
POL,Y18T65,2020,0.375007
POL,Y18T65,2021,0.36916
POL,Y18T65,2022,0.380464
POL,Y18T65,2023,0.380806
POL,Y_GT65,2011,0.769949
POL,Y_GT65,2012,0.755254
POL,Y_GT65,2013,0.762382
POL,Y_GT65,2014,0.762618
POL,Y_GT65,2015,0.74161
POL,Y_GT65,2016,0.741112
POL,Y_GT65,2017,0.738615
POL,Y_GT65,2018,0.735005
POL,Y_GT65,2019,0.730454
POL,Y_GT65,2020,0.719687
POL,Y_GT65,2021,0.693159
POL,Y_GT65,2022,0.707361
POL,Y_GT65,2023,0.680474
POL,_T,2005,0.521548
POL,_T,2006,0.497928
POL,Y_GT65,2009,0.78017
POL,Y_GT65,2010,0.776221
POL,Y18T65,2005,0.486547
POL,Y18T65,2006,0.460095
POL,Y18T65,2007,0.44469
POL,Y18T65,2008,0.427854
POL,Y18T65,2009,0.424671
POL,Y18T65,2010,0.424686
POL,Y18T65,2011,0.421062
POL,Y18T65,2012,0.422196
POL,Y18T65,2013,0.420135
POL,Y_GT65,2005,0.831423
POL,Y_GT65,2006,0.810674
POL,Y_GT65,2007,0.796238
POL,Y_GT65,2008,0.779627
POL,_T,2007,0.484142
POL,_T,2008,0.46873
NOR,_T,2019,0.427
NOR,_T,2020,0.436
NOR,Y_GT65,2009,0.592
NOR,Y_GT65,2010,0.597
NOR,Y_GT65,2014,0.591
NOR,Y_GT65,2018,0.613
NOR,Y_GT65,2019,0.609
NOR,Y_GT65,2020,0.613
NOR,Y18T65,2022,0.38749
NOR,Y_GT65,2004,0.6508
NOR,Y_GT65,2008,0.58328
NOR,Y_GT65,2011,0.59141
NOR,Y_GT65,2012,0.58764
NOR,Y_GT65,2013,0.59061
NOR,_T,2004,0.4367
NOR,_T,2008,0.40093
NOR,_T,2010,0.40852
NOR,_T,2011,0.40922
NOR,_T,2012,0.40983
NOR,_T,2013,0.41237
NOR,_T,2015,0.43241
NOR,_T,2016,0.42762
NOR,_T,2017,0.42876
NOR,_T,2021,0.45855
NOR,_T,2022,0.43353
NOR,_T,2023,0.43156
NOR,Y_GT65,2023,0.59545
NOR,Y18T65,2023,0.38775
NOR,Y18T65,2009,0.367
NOR,Y18T65,2014,0.38
NOR,Y18T65,2018,0.387
NOR,Y18T65,2019,0.385
NOR,Y18T65,2020,0.394
NOR,Y18T65,2012,0.37832
NOR,Y_GT65,2015,0.61812
NOR,Y_GT65,2016,0.61506
NOR,Y_GT65,2017,0.6135
NOR,Y_GT65,2021,0.65028
NOR,Y_GT65,2022,0.61349
NOR,Y18T65,2013,0.37685
NOR,Y18T65,2015,0.39549
NOR,Y18T65,2016,0.3881
NOR,Y18T65,2017,0.38869
NOR,Y18T65,2021,0.41481
NOR,Y18T65,2004,0.39617
NOR,Y18T65,2008,0.36666
NOR,Y18T65,2010,0.37524
NOR,Y18T65,2011,0.37744
NOR,_T,2009,0.401
NOR,_T,2014,0.416
NZL,Y18T65,2022,0.398
SVK,_T,2023,0.412974
SVK,Y_GT65,2019,0.718722
SVK,Y_GT65,2020,0.701885
SVK,Y_GT65,2021,0.664562
SVK,Y_GT65,2022,0.647225
SVK,Y_GT65,2023,0.653713
SVK,Y18T65,2004,0.410952
SVK,Y18T65,2005,0.403856
SVK,Y18T65,2006,0.369796
SVK,Y18T65,2007,0.361268
SVK,Y18T65,2008,0.359755
SVK,Y18T65,2009,0.382963
SVK,Y18T65,2010,0.378614
SVK,Y18T65,2011,0.363579
SVK,Y18T65,2012,0.359044
SVK,Y18T65,2013,0.370618
SVK,Y18T65,2014,0.340103
SVK,Y18T65,2015,0.347997
SVK,Y18T65,2016,0.341185
SVK,Y18T65,2017,0.318424
SVK,Y18T65,2018,0.321182
SVK,Y18T65,2019,0.315763
SVK,Y18T65,2020,0.338836
SVK,Y18T65,2021,0.325153
SVK,Y18T65,2022,0.328667
SVK,Y18T65,2023,0.362451
SVK,Y_GT65,2008,0.790612
SVK,Y_GT65,2009,0.791486
SVK,Y_GT65,2010,0.793185
SVK,Y_GT65,2011,0.777077
SVK,Y_GT65,2012,0.76786
SVK,Y_GT65,2013,0.767264
SVK,Y_GT65,2014,0.753934
SVK,Y_GT65,2015,0.751059
SVK,Y_GT65,2016,0.73015
SVK,Y_GT65,2017,0.709843
SVK,Y_GT65,2018,0.735454
SVK,Y_GT65,2004,0.865356
SVK,Y_GT65,2005,0.836291
SVK,Y_GT65,2006,0.819749
SVK,Y_GT65,2007,0.805578
SVK,_T,2004,0.455262
SVK,_T,2005,0.456232
PRT,_T,2015,0.53602
PRT,_T,2016,0.530201
PRT,_T,2017,0.51686
PRT,_T,2018,0.512182
PRT,_T,2019,0.511191
PRT,_T,2020,0.518838
PRT,_T,2021,0.506823
PRT,_T,2022,0.51365
PRT,_T,2023,0.503557
PRT,_T,2003,0.49887
PRT,_T,2006,0.528433
PRT,_T,2007,0.518295
PRT,_T,2008,0.518531
PRT,_T,2009,0.511361
PRT,Y_GT65,2016,0.799068
PRT,Y18T65,2003,0.44304
PRT,Y18T65,2006,0.476433
PRT,Y18T65,2007,0.460706
PRT,Y18T65,2008,0.458563
PRT,Y18T65,2009,0.452837
PRT,Y18T65,2010,0.458299
PRT,Y18T65,2011,0.471963
PRT,Y18T65,2012,0.478207
PRT,Y18T65,2013,0.494622
PRT,Y18T65,2014,0.483326
PRT,Y18T65,2015,0.472364
PRT,Y18T65,2016,0.465384
PRT,Y18T65,2017,0.44348
PRT,Y18T65,2018,0.433076
PRT,Y18T65,2019,0.42984
PRT,Y18T65,2020,0.441549
PRT,Y18T65,2021,0.425015
PRT,Y18T65,2022,0.434124
PRT,Y18T65,2023,0.413013
PRT,Y_GT65,2003,0.797734
PRT,Y_GT65,2006,0.798488
PRT,Y_GT65,2007,0.794139
PRT,_T,2010,0.516823
PRT,_T,2011,0.530156
PRT,Y_GT65,2021,0.781465
PRT,Y_GT65,2022,0.774445
PRT,Y_GT65,2023,0.79843
PRT,Y_GT65,2008,0.796636
PRT,Y_GT65,2009,0.785185
PRT,Y_GT65,2010,0.796528
PRT,Y_GT65,2011,0.796442
PRT,Y_GT65,2012,0.785544
PRT,Y_GT65,2013,0.793879
PRT,Y_GT65,2014,0.797754
PRT,Y_GT65,2015,0.794514
PRT,Y_GT65,2017,0.798098
PRT,Y_GT65,2018,0.808674
PRT,Y_GT65,2019,0.799944
PRT,Y_GT65,2020,0.800389
PRT,_T,2012,0.532304
PRT,_T,2013,0.55203
POL,_T,2010,0.464983
POL,_T,2011,0.461585
POL,_T,2012,0.461433
POL,_T,2013,0.461627
ESP,Y18T65,2019,0.429611
ESP,Y18T65,2020,0.457099
ESP,Y18T65,2021,0.433805
ESP,Y18T65,2022,0.414202
ESP,Y18T65,2023,0.410668
ESP,_T,2007,0.449203
ESP,_T,2008,0.461511
ESP,_T,2009,0.484913
ESP,_T,2010,0.504544
ESP,_T,2011,0.504858
ESP,_T,2012,0.508806
ESP,Y_GT65,2011,0.724845
ESP,Y_GT65,2012,0.722028
ESP,Y_GT65,2013,0.729917
ESP,Y_GT65,2014,0.735581
ESP,Y_GT65,2015,0.74817
ESP,Y_GT65,2016,0.757479
ESP,Y_GT65,2017,0.765492
ESP,Y_GT65,2018,0.77309
ESP,Y_GT65,2019,0.749262
ESP,Y_GT65,2020,0.762453
ESP,Y_GT65,2021,0.747222
ESP,Y_GT65,2007,0.751958
ESP,Y_GT65,2008,0.692938
ESP,Y_GT65,2009,0.708309
ESP,Y_GT65,2010,0.730764
ESP,_T,2013,0.522824
ESP,_T,2014,0.524004
SVN,_T,2007,0.423943
SVN,_T,2008,0.416249
SVN,_T,2009,0.443602
SVN,_T,2010,0.44799
SVN,_T,2011,0.451917
SVN,_T,2012,0.463084
SVN,_T,2013,0.463507
SVN,_T,2014,0.459484
SVN,_T,2015,0.45567
SVN,_T,2016,0.450319
SVN,_T,2017,0.444914
SVN,_T,2018,0.442924
SVN,_T,2019,0.444145
SVN,_T,2020,0.436599
SVN,_T,2021,0.433363
SVN,_T,2022,0.428461
SVN,_T,2023,0.429285
SVN,Y_GT65,2019,0.786725
SVN,Y_GT65,2020,0.782008
SVN,Y_GT65,2021,0.790119
SVN,Y_GT65,2022,0.783957
SVN,Y_GT65,2023,0.769326
SVN,Y18T65,2004,0.398611
SVN,Y18T65,2005,0.392102
SVN,Y18T65,2006,0.388984
SVN,Y18T65,2007,0.376559
SVN,Y18T65,2008,0.36731
SVN,Y18T65,2009,0.393805
SVN,Y18T65,2010,0.395239
SVN,Y18T65,2011,0.405012
SVN,Y18T65,2012,0.412755
SVN,Y18T65,2013,0.415214
SVN,Y18T65,2014,0.405475
SVN,Y18T65,2015,0.400103
SVN,Y18T65,2016,0.390024
SVN,Y18T65,2017,0.378732
SVN,Y18T65,2018,0.376578
SVN,Y18T65,2019,0.378109
SVN,Y18T65,2020,0.367393
SVN,Y18T65,2021,0.360006
SVN,Y18T65,2022,0.350575
SVN,Y18T65,2023,0.350713
SVN,Y_GT65,2008,0.727466
SVN,Y_GT65,2009,0.777724
SVN,Y_GT65,2010,0.793845
SVN,Y_GT65,2011,0.788501
SVN,Y_GT65,2012,0.804727
SVN,Y_GT65,2013,0.768022
SVN,Y_GT65,2014,0.767011
SVN,Y_GT65,2015,0.77933
SVN,Y_GT65,2016,0.782655
SVN,Y_GT65,2017,0.797122
SVN,Y_GT65,2018,0.786621
SVN,Y_GT65,2004,0.733555
SVN,Y_GT65,2005,0.730824
SVN,Y_GT65,2006,0.739006
SVN,Y_GT65,2007,0.745525
SVN,_T,2004,0.438309
SVN,_T,2005,0.436827
SVK,_T,2007,0.415574
SVK,_T,2008,0.412451
SVK,_T,2009,0.433263
SVK,_T,2010,0.430475
SVK,_T,2011,0.416408
SVK,_T,2012,0.408836
SVK,_T,2013,0.426954
SVK,_T,2014,0.395931
SVK,_T,2015,0.400453
SVK,_T,2016,0.398075
SVK,_T,2017,0.377556
SVK,_T,2018,0.385397
SVK,_T,2019,0.383222
SVK,_T,2020,0.396318
SVK,_T,2021,0.383577
SVK,_T,2022,0.38679
CHE,_T,2022,0.401997
CHE,_T,2023,0.397808
CHE,Y_GT65,2023,0.518847
CHE,Y18T65,2023,0.348387
CHE,Y_GT65,2021,0.54169
CHE,Y_GT65,2022,0.533734
CHE,Y18T65,2006,0.325788
CHE,Y18T65,2007,0.330735
CHE,Y18T65,2008,0.326156
CHE,Y18T65,2009,0.325834
CHE,Y18T65,2010,0.327557
CHE,Y18T65,2011,0.321107
CHE,Y18T65,2012,0.319579
CHE,Y18T65,2013,0.339961
CHE,Y18T65,2014,0.335738
CHE,Y18T65,2015,0.342251
CHE,Y18T65,2016,0.344944
CHE,Y18T65,2017,0.339911
CHE,Y18T65,2018,0.344207
CHE,Y18T65,2019,0.352439
CHE,Y18T65,2020,0.364161
CHE,Y18T65,2021,0.353424
CHE,Y18T65,2022,0.353805
CHE,_T,2006,0.367472
CHE,_T,2007,0.373767
CHE,_T,2008,0.373087
CHE,_T,2009,0.370251
CHE,_T,2010,0.374374
CHE,_T,2011,0.367855
CHE,Y_GT65,2010,0.552009
CHE,Y_GT65,2011,0.547469
CHE,Y_GT65,2012,0.538756
CHE,Y_GT65,2013,0.552677
CHE,Y_GT65,2014,0.531562
CHE,Y_GT65,2015,0.520332
CHE,Y_GT65,2016,0.541473
CHE,Y_GT65,2017,0.523075
CHE,Y_GT65,2018,0.532313
CHE,Y_GT65,2019,0.555202
CHE,Y_GT65,2020,0.538848
CHE,Y_GT65,2006,0.541468
CHE,Y_GT65,2007,0.560481
CHE,Y_GT65,2008,0.572316
CHE,Y_GT65,2009,0.540427
CHE,_T,2012,0.367637
CHE,_T,2013,0.386537
SWE,Y18T65,2020,0.366
SWE,Y18T65,2021,0.373
SWE,_T,2013,0.424
SWE,_T,2014,0.428
SWE,_T,2015,0.43
SWE,_T,2016,0.434
SWE,_T,2018,0.428
SWE,_T,2019,0.429
SWE,_T,2020,0.433
SWE,_T,2021,0.44
SWE,Y_GT65,2013,0.616
SWE,Y_GT65,2014,0.623
SWE,Y_GT65,2015,0.628
SWE,Y_GT65,2016,0.636
SWE,Y_GT65,2018,0.622
SWE,Y_GT65,2019,0.62
SWE,Y_GT65,2020,0.617
SWE,Y_GT65,2021,0.628
SWE,_T,2017,0.43357
SWE,_T,2023,0.432
SWE,Y18T65,2024,0.371
SWE,_T,2024,0.431
SWE,Y_GT65,2024,0.61
SWE,Y18T65,2022,0.372
SWE,_T,2022,0.439
SWE,Y_GT65,2022,0.628
SWE,Y18T65,2013,0.359
SWE,Y18T65,2014,0.362
SWE,Y18T65,2015,0.362
SWE,Y_GT65,2017,0.63107
SWE,Y_GT65,2023,0.612
SWE,Y18T65,2017,0.3648
SWE,Y18T65,2023,0.369
SWE,Y18T65,2016,0.365
SWE,Y18T65,2018,0.359
ESP,_T,2016,0.516275
ESP,_T,2017,0.506605
ESP,_T,2018,0.506009
ESP,_T,2019,0.490622
ESP,_T,2020,0.515191
ESP,_T,2021,0.496616
ESP,_T,2022,0.480173
ESP,_T,2023,0.476628
ESP,Y_GT65,2022,0.735836
ESP,Y_GT65,2023,0.72087
ESP,Y18T65,2007,0.392888
ESP,Y18T65,2008,0.41077
ESP,Y18T65,2009,0.435372
ESP,Y18T65,2010,0.455835
ESP,Y18T65,2011,0.456418
ESP,Y18T65,2012,0.463938
ESP,Y18T65,2013,0.477627
ESP,Y18T65,2014,0.476197
ESP,Y18T65,2015,0.472952
ESP,Y18T65,2016,0.461045
ESP,Y18T65,2017,0.451299
ESP,Y18T65,2018,0.445832
GBR,_T,2012,0.524322
GBR,_T,2014,0.517892
GBR,_T,2015,0.519689
GBR,_T,2019,0.508397
GBR,_T,2021,0.509908
GBR,_T,2022,0.512095
GBR,_T,2023,0.521913
GBR,Y18T65,2013,0.471
GBR,Y18T65,2016,0.454
GBR,Y18T65,2017,0.454
GBR,Y18T65,2018,0.459
GBR,Y18T65,2020,0.46
GBR,_T,2013,0.527
GBR,_T,2016,0.506
GBR,_T,2017,0.506
GBR,_T,2018,0.513
GBR,_T,2020,0.507
GBR,Y_GT65,2013,0.63
GBR,Y_GT65,2016,0.617
GBR,Y_GT65,2017,0.637
GBR,Y_GT65,2018,0.631
GBR,Y_GT65,2020,0.593
GBR,Y_GT65,2022,0.603897
GBR,Y_GT65,2023,0.628248
GBR,Y18T65,2002,0.453367
GBR,Y18T65,2003,0.44865
GBR,Y18T65,2004,0.450957
GBR,Y18T65,2005,0.45519
GBR,Y18T65,2006,0.453193
GBR,Y18T65,2007,0.466981
GBR,Y18T65,2008,0.46832
GBR,Y18T65,2009,0.482964
GBR,Y18T65,2010,0.471889
GBR,Y18T65,2011,0.475838
GBR,Y18T65,2012,0.470669
GBR,Y18T65,2014,0.470762
GBR,Y18T65,2015,0.469913
GBR,Y18T65,2019,0.449945
GBR,Y18T65,2021,0.461671
GBR,Y18T65,2022,0.46162
GBR,Y18T65,2023,0.47182
GBR,_T,2002,0.510427
GBR,_T,2003,0.506843
GBR,_T,2004,0.508564
GBR,_T,2005,0.512052
GBR,_T,2006,0.51057
GBR,_T,2007,0.519402
GBR,Y_GT65,2006,0.643695
GBR,Y_GT65,2007,0.646542
GBR,Y_GT65,2008,0.64685
GBR,Y_GT65,2009,0.636746
GBR,Y_GT65,2010,0.640435
GBR,Y_GT65,2011,0.627208
GBR,Y_GT65,2012,0.637023
GBR,Y_GT65,2014,0.612977
GBR,Y_GT65,2015,0.621086
GBR,Y_GT65,2019,0.628086
GBR,Y_GT65,2021,0.610782
GBR,Y_GT65,2002,0.658721
GBR,Y_GT65,2003,0.646661
GBR,Y_GT65,2004,0.652989
GBR,Y_GT65,2005,0.64829
GBR,_T,2008,0.519409
GBR,_T,2009,0.535738
TUR,Y18T65,2011,0.414
TUR,Y18T65,2012,0.407
TUR,Y18T65,2013,0.4
TUR,Y18T65,2014,0.409
TUR,Y18T65,2015,0.418
TUR,_T,2011,0.427
TUR,_T,2012,0.422
TUR,_T,2013,0.416
TUR,_T,2014,0.423
TUR,_T,2015,0.429
TUR,Y_GT65,2011,0.457
TUR,Y_GT65,2012,0.466
TUR,Y_GT65,2013,0.484
TUR,Y_GT65,2014,0.481
TUR,Y_GT65,2015,0.477
TUR,Y_GT65,2021,0.761505
TUR,Y_GT65,2022,0.722913
TUR,Y18T65,2017,0.487211
TUR,Y18T65,2018,0.477296
TUR,Y18T65,2019,0.484708
TUR,Y18T65,2020,0.489576
TUR,Y18T65,2021,0.510291
TUR,Y18T65,2022,0.502412
TUR,_T,2017,0.502306
TUR,_T,2018,0.492052
TUR,_T,2019,0.50196
TUR,Y_GT65,2017,0.684618
TUR,Y_GT65,2018,0.681588
TUR,Y_GT65,2019,0.681175
TUR,Y_GT65,2020,0.738734
TUR,_T,2020,0.503942
TUR,_T,2021,0.5302
CHE,_T,2015,0.385951
CHE,_T,2016,0.392135
CHE,_T,2017,0.386226
CHE,_T,2018,0.394881
CHE,_T,2019,0.401973
CHE,_T,2020,0.409593
CHE,_T,2021,0.400885
BGR,Y18T65,2008,0.389823
BGR,Y_GT65,2008,0.725599
BGR,Y_GT65,2009,0.705088
BGR,Y18T65,2009,0.39142
BGR,Y18T65,2010,0.388615
BGR,Y_GT65,2010,0.709509
BGR,Y_GT65,2011,0.709369
BGR,Y18T65,2011,0.400739
BGR,Y18T65,2014,0.424476
BGR,Y18T65,2015,0.45815
BGR,Y18T65,2016,0.461592
BGR,Y18T65,2017,0.462859
BGR,Y18T65,2018,0.458178
BGR,Y18T65,2019,0.451859
